id,occupancy_date,week_no,organization_name,shelter_name,shelter_city,facility_name,sector,occupancy,capacity
6205,03/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,160,160
6206,03/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,120,150
6207,03/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,23,24
6208,03/01/2017,1,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,22,28
6209,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,10,0
6210,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,10,40
6211,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
6212,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
6213,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,185,252
6214,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,28,48
6215,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,143,110
6216,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,41,50
6217,03/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,73,20
6218,03/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,19
6219,03/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
6220,03/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
6221,03/01/2017,1,City of Toronto,Robertson House,Toronto,Robertson House,Families,99,90
6222,03/01/2017,1,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,1,2
6223,03/01/2017,1,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,37,40
6224,03/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,25,28
6225,03/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,18,27
6226,03/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,75,80
6227,03/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,229,240
6228,03/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,1,42
6229,03/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,10,10
6230,03/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,7,13
6231,03/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,87,103
6232,03/01/2017,1,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
6233,03/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,1,2
6234,03/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,93,94
6235,03/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,28,28
6236,03/01/2017,1,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
6237,03/01/2017,1,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
6238,03/01/2017,1,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,44,44
6239,03/01/2017,1,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,49,50
6240,03/01/2017,1,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,40,40
6241,03/01/2017,1,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,31,32
6242,03/01/2017,1,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
6243,03/01/2017,1,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
6244,03/01/2017,1,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,10,11
6245,03/01/2017,1,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,21,23
6246,03/01/2017,1,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
6247,03/01/2017,1,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,3,4
6248,03/01/2017,1,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,31,42
6249,03/01/2017,1,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
6250,03/01/2017,1,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
6251,03/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
6252,03/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
6253,03/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,25,25
6254,03/01/2017,1,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,58,60
6255,03/01/2017,1,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,29,30
6256,03/01/2017,1,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,66,67
6257,03/01/2017,1,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
6258,03/01/2017,1,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,79,83
6259,03/01/2017,1,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,41,45
6260,03/01/2017,1,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
6261,03/01/2017,1,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,67,71
6262,03/01/2017,1,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
6263,03/01/2017,1,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,10,12
6264,03/01/2017,1,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
6265,03/01/2017,1,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
6266,03/01/2017,1,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,19,20
6267,03/01/2017,1,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
6268,03/01/2017,1,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
6269,03/01/2017,1,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
6270,03/01/2017,1,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
6271,03/01/2017,1,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
6272,03/01/2017,1,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
6273,03/01/2017,1,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,42,46
6274,03/01/2017,1,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
6275,03/01/2017,1,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,86,76
6276,03/01/2017,1,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,77,77
6277,03/01/2017,1,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,35,36
6278,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,9,9
6279,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,88,90
6280,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,4,4
6281,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,60,60
6282,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
6283,03/01/2017,1,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
6290,03/01/2017,1,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,81,100
6291,03/01/2017,1,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,37,40
6292,03/01/2017,1,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,22,25
6293,03/01/2017,1,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
6294,03/01/2017,1,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
6295,03/01/2017,1,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,27,28
6296,03/01/2017,1,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,32,33
6297,03/01/2017,1,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,19,20
9486,04/01/2017,1,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suite (Singles),Co-ed,18,30
9487,04/01/2017,1,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suites (Fam),Families,69,120
9488,04/01/2017,1,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
9489,04/01/2017,1,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,13,17
9490,04/01/2017,1,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
9491,04/01/2017,1,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
9492,04/01/2017,1,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,71,76
9493,04/01/2017,1,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,53,60
9494,04/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,166,160
9495,04/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,128,205
9496,04/01/2017,1,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,1,2
9497,04/01/2017,1,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,24,36
9498,04/01/2017,1,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,20,28
9499,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,6,0
9500,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,8,40
9501,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
9502,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
9503,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,199,252
9504,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,48,48
9505,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,143,110
9506,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,36,50
9507,04/01/2017,1,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,71,20
9508,04/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,19
9509,04/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,74,74
9510,04/01/2017,1,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,23,24
9511,04/01/2017,1,City of Toronto,Robertson House,Toronto,Robertson House,Families,74,90
9513,04/01/2017,1,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,36,40
9514,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,20,28
9515,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,26,27
9516,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,69,80
9517,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,229,240
9518,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,30,42
9519,04/01/2017,1,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,92,104
9520,04/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,10,10
9521,04/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,5,13
9522,04/01/2017,1,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,101,103
9523,04/01/2017,1,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
9524,04/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,2,2
9525,04/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,88,94
9526,04/01/2017,1,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,23,28
9527,04/01/2017,1,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
9528,04/01/2017,1,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
9529,04/01/2017,1,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,44,44
9530,04/01/2017,1,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,47,50
9531,04/01/2017,1,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,40,40
9532,04/01/2017,1,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
9533,04/01/2017,1,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
9534,04/01/2017,1,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
9535,04/01/2017,1,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,10,11
9536,04/01/2017,1,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,21,23
9537,04/01/2017,1,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
9538,04/01/2017,1,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,3,4
9539,04/01/2017,1,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,30,30
9540,04/01/2017,1,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
9541,04/01/2017,1,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
9542,04/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
9543,04/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,69,70
9544,04/01/2017,1,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,20,25
9545,04/01/2017,1,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,55,60
9546,04/01/2017,1,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,28,30
9547,04/01/2017,1,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
9548,04/01/2017,1,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
9549,04/01/2017,1,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,4,5
9550,04/01/2017,1,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,80,83
9551,04/01/2017,1,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,43,45
9552,04/01/2017,1,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
9553,04/01/2017,1,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,71,71
9554,04/01/2017,1,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,20,20
9555,04/01/2017,1,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,11,12
9556,04/01/2017,1,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
9557,04/01/2017,1,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
9558,04/01/2017,1,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
9559,04/01/2017,1,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
9560,04/01/2017,1,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
9561,04/01/2017,1,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
9562,04/01/2017,1,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
9563,04/01/2017,1,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
9564,04/01/2017,1,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
9565,04/01/2017,1,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
9566,04/01/2017,1,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
9567,04/01/2017,1,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,91,76
9568,04/01/2017,1,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,77,77
9569,04/01/2017,1,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,36,36
9570,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,8,9
9571,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
9572,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,2,4
9573,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,59,60
9574,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
9575,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
9576,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
9577,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
9578,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,45,45
9579,04/01/2017,1,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,18,18
